order_id,order_value,category,customer_type,customer_order_count,payment_method,delivery_pincode_risk_tier,discount_percent,order_hour,day_of_week,returned_or_disputed
ORD106259,1166,apparel,new,0,COD,low,6,13,Thu,0
ORD102073,454,grocery,new,0,netbanking,low,4,21,Sun,0
ORD101896,1494,home,returning,5,UPI,high,7,21,Fri,0
ORD102379,1865,beauty,returning,12,UPI,low,33,14,Tue,0
ORD101447,3430,home,new,0,card,low,21,5,Tue,0
ORD100342,1152,beauty,new,0,COD,low,4,7,Wed,0
ORD107059,3225,apparel,new,0,UPI,low,9,18,Sun,0
ORD102527,1193,grocery,new,0,UPI,low,15,20,Tue,0
ORD100727,29765,electronics,returning,4,wallet,medium,24,15,Tue,0
ORD104577,24910,electronics,returning,6,netbanking,low,2,11,Fri,1
ORD100976,3389,apparel,new,0,UPI,low,8,19,Sat,0
ORD105647,4118,electronics,returning,6,UPI,high,4,18,Mon,0
ORD103516,2787,home,new,0,UPI,medium,3,18,Sun,0
ORD106064,1262,apparel,returning,5,card,low,14,13,Thu,0
ORD107674,1493,apparel,returning,4,UPI,low,13,12,Tue,0
ORD103940,8172,electronics,new,0,UPI,medium,11,16,Tue,1
ORD101299,547,apparel,returning,7,card,low,16,7,Mon,0
ORD107347,3665,apparel,returning,6,card,low,12,6,Tue,0
ORD100660,588,apparel,returning,5,COD,low,7,19,Thu,0
ORD105391,1278,apparel,returning,6,COD,high,2,6,Tue,0
ORD105571,8845,electronics,returning,9,UPI,medium,16,21,Fri,0
ORD105857,2379,home,returning,9,UPI,high,2,1,Sat,0
ORD102315,2549,apparel,returning,6,card,medium,11,3,Sun,0
ORD107426,1362,grocery,returning,7,UPI,low,34,14,Fri,0
ORD107367,507,beauty,returning,2,UPI,low,7,11,Sat,0
ORD107545,1074,apparel,returning,8,UPI,medium,16,19,Sat,0
ORD103198,12862,electronics,returning,8,UPI,low,23,3,Wed,0
ORD105787,836,beauty,new,0,COD,medium,38,1,Tue,0
ORD105434,2696,beauty,new,0,COD,low,4,9,Tue,0
ORD100067,1627,apparel,returning,7,card,low,12,9,Fri,1
ORD106362,2316,home,returning,6,card,medium,6,2,Sat,0
ORD102269,1108,grocery,new,0,UPI,high,39,12,Sun,0
ORD105653,2827,apparel,returning,11,COD,medium,3,20,Mon,0
ORD106054,8722,electronics,returning,4,UPI,medium,1,10,Sun,1
ORD106308,2727,apparel,returning,13,COD,low,17,19,Sat,0
ORD102367,1144,apparel,returning,9,wallet,low,10,0,Fri,0
ORD107127,874,apparel,returning,9,UPI,low,2,6,Sat,0
ORD102512,8635,electronics,returning,4,COD,low,3,10,Sun,0
ORD102723,1560,apparel,returning,6,wallet,medium,5,5,Mon,0
ORD106817,9101,electronics,new,0,card,low,8,12,Fri,0
ORD101143,847,beauty,returning,8,COD,high,12,1,Fri,0
ORD107591,464,grocery,new,0,UPI,low,14,8,Sun,0
ORD106520,533,grocery,returning,9,wallet,low,0,23,Sun,0
ORD106864,2638,home,returning,8,card,low,12,20,Fri,0
ORD106907,1124,beauty,new,0,UPI,low,2,3,Thu,0
ORD103789,1548,beauty,returning,9,card,medium,9,17,Wed,0
ORD102220,1844,apparel,returning,8,card,low,25,10,Wed,0
ORD102331,668,apparel,returning,10,COD,medium,22,5,Wed,0
ORD105505,1361,apparel,returning,6,UPI,medium,4,21,Mon,0
ORD106040,690,apparel,new,0,UPI,high,14,9,Thu,0
ORD107436,6462,electronics,new,0,netbanking,low,11,11,Sun,0
ORD104088,25142,electronics,new,0,UPI,high,17,19,Sun,1
ORD101967,1232,beauty,new,0,card,low,21,16,Tue,0
ORD107388,12669,electronics,returning,7,COD,low,8,12,Sun,0
ORD100423,17864,electronics,returning,5,UPI,low,60,8,Sun,0
ORD106934,3443,home,returning,6,card,low,18,0,Sat,0
ORD101904,5384,home,returning,4,COD,low,12,18,Mon,0
ORD103917,1892,home,returning,8,COD,medium,28,0,Sat,1
ORD100839,1472,home,returning,3,UPI,high,25,6,Mon,0
ORD104596,1187,apparel,returning,8,card,medium,5,19,Thu,0
ORD104922,2080,apparel,returning,3,card,medium,27,2,Sat,0
ORD100141,727,apparel,returning,6,wallet,low,7,12,Tue,0
ORD106610,1417,beauty,returning,7,COD,medium,18,20,Sun,0
ORD103674,3254,beauty,returning,5,UPI,low,10,23,Sun,0
ORD106225,8899,electronics,new,0,UPI,high,38,23,Sun,1
ORD107837,1032,beauty,returning,11,netbanking,medium,42,9,Sun,0
ORD103808,677,grocery,returning,8,wallet,low,3,0,Sat,0
ORD101138,13945,electronics,returning,9,card,low,19,17,Tue,0
ORD102257,327,beauty,returning,7,netbanking,medium,25,7,Mon,0
ORD101787,2815,beauty,returning,8,card,low,14,11,Fri,0
ORD103938,855,apparel,new,0,card,low,1,13,Tue,0
ORD105404,3252,home,returning,10,wallet,low,11,10,Sun,0
ORD107365,34500,electronics,new,0,UPI,low,35,6,Sun,0
ORD100459,2406,home,returning,8,UPI,medium,4,13,Mon,0
ORD107315,25120,electronics,returning,6,COD,high,10,10,Sat,0
ORD100948,1138,grocery,returning,5,COD,high,5,21,Sun,1
ORD103700,297,grocery,returning,11,netbanking,low,11,5,Tue,0
ORD101336,5877,electronics,new,0,COD,medium,3,19,Mon,0
ORD104628,36535,electronics,new,0,card,medium,31,21,Fri,0
ORD107570,6781,home,new,0,card,low,2,12,Mon,0
ORD101602,3180,home,returning,5,COD,low,36,9,Sun,0
ORD103830,1201,apparel,new,0,UPI,medium,4,6,Thu,1
ORD107706,7235,electronics,returning,6,wallet,low,4,3,Mon,0
ORD107155,1439,beauty,new,0,card,medium,20,3,Thu,0
ORD101070,2451,grocery,new,0,UPI,medium,3,15,Fri,0
ORD100155,7816,home,new,0,COD,medium,2,5,Thu,0
ORD102295,10041,electronics,new,0,card,low,1,5,Sat,0
ORD105584,1277,beauty,returning,6,netbanking,medium,12,23,Wed,0
ORD101089,3004,apparel,returning,6,UPI,high,13,23,Sun,0
ORD102940,642,grocery,returning,8,UPI,medium,16,23,Sat,0
ORD106768,1957,beauty,returning,6,netbanking,low,11,20,Mon,0
ORD104384,1159,beauty,returning,6,card,high,19,19,Sat,0
ORD100930,1123,apparel,returning,7,UPI,medium,32,7,Sun,0
ORD107548,30311,electronics,returning,5,netbanking,high,26,4,Mon,1
ORD103247,823,beauty,new,0,UPI,low,8,16,Sun,0
ORD107268,404,grocery,returning,11,card,low,3,6,Fri,0
ORD107090,1522,apparel,new,0,wallet,medium,3,10,Sat,0
ORD106911,7007,home,new,0,UPI,low,26,3,Mon,0
ORD107509,3510,home,new,0,netbanking,medium,10,10,Tue,0
ORD101698,370,grocery,returning,5,card,low,6,6,Mon,0
ORD107756,4262,electronics,returning,9,wallet,low,7,6,Fri,0
ORD107951,9580,home,new,0,UPI,low,11,10,Thu,0
ORD105414,1221,beauty,new,0,wallet,medium,12,15,Wed,0
ORD103831,4079,home,returning,7,card,high,13,7,Sun,0
ORD107291,2153,apparel,returning,4,COD,low,8,10,Fri,0
ORD107729,20679,electronics,returning,14,card,low,5,13,Sun,0
ORD100985,342,grocery,returning,6,UPI,low,2,20,Sat,0
ORD101821,6000,apparel,returning,7,card,low,3,4,Fri,0
ORD100587,2925,apparel,returning,5,card,low,21,16,Tue,0
ORD107627,900,grocery,returning,4,UPI,high,16,4,Sat,0
ORD105557,1318,apparel,returning,5,netbanking,low,46,10,Tue,0
ORD107285,177,grocery,returning,3,COD,low,50,16,Fri,0
ORD107946,267,grocery,new,0,netbanking,low,5,17,Thu,0
ORD103557,246,grocery,returning,5,UPI,low,5,14,Mon,0
ORD101395,6430,electronics,new,0,UPI,medium,20,11,Fri,0
ORD100264,182,grocery,returning,7,netbanking,high,7,19,Wed,0
ORD103547,229,grocery,new,0,card,low,3,12,Sun,1
ORD107054,6887,electronics,returning,9,UPI,low,13,1,Mon,0
ORD103864,637,grocery,new,0,card,low,4,17,Mon,0
ORD106658,2503,beauty,returning,9,UPI,low,2,23,Tue,0
ORD100246,6024,home,returning,11,COD,low,4,5,Sun,0
ORD101594,1778,beauty,new,0,card,low,22,22,Mon,0
ORD105624,9661,electronics,returning,10,card,medium,3,10,Fri,0
ORD100923,630,home,new,0,COD,high,5,18,Sat,0
ORD105676,5042,electronics,returning,13,UPI,low,12,2,Tue,0
ORD100669,1388,apparel,returning,6,UPI,low,1,10,Wed,0
ORD103604,327,grocery,returning,7,COD,medium,7,18,Sat,0
ORD101910,13160,electronics,returning,7,card,medium,8,7,Thu,0
ORD106086,2128,apparel,returning,7,wallet,medium,18,15,Sat,0
ORD103958,18631,electronics,returning,13,COD,low,0,3,Tue,0
ORD102696,790,beauty,new,0,card,medium,1,23,Fri,0
ORD102591,571,grocery,returning,8,UPI,medium,5,19,Wed,0
ORD101781,1351,beauty,returning,3,UPI,low,30,6,Sat,0
ORD102307,1979,apparel,returning,6,card,high,31,8,Tue,0
ORD104791,17545,electronics,returning,11,card,medium,19,11,Sun,0
ORD103690,19417,electronics,returning,6,COD,low,3,22,Fri,0
ORD100687,1090,grocery,returning,12,card,low,19,6,Tue,0
ORD100612,374,grocery,new,0,netbanking,low,35,22,Wed,0
ORD103200,1864,beauty,new,0,COD,low,7,1,Sun,1
ORD106821,1205,grocery,returning,5,card,high,5,15,Sun,0
ORD101898,13287,electronics,new,0,UPI,high,1,10,Tue,0
ORD105792,7765,electronics,new,0,card,medium,22,7,Thu,1
ORD100258,5479,electronics,returning,6,COD,high,1,1,Tue,0
ORD102924,7135,electronics,new,0,UPI,low,2,2,Fri,0
ORD102822,10856,electronics,new,0,UPI,low,0,14,Sun,0
ORD103339,3585,home,returning,9,wallet,low,30,4,Sat,0
ORD104563,1616,beauty,new,0,netbanking,high,2,15,Sat,0
ORD102211,1601,apparel,new,0,UPI,medium,11,13,Mon,0
ORD104965,5680,electronics,returning,12,card,low,5,4,Fri,1
ORD100007,560,beauty,returning,4,card,low,6,15,Fri,0
ORD103657,1875,apparel,new,0,netbanking,low,13,19,Thu,0
ORD106784,1924,home,returning,7,card,low,14,1,Sat,0
ORD104402,7303,electronics,returning,7,UPI,low,3,1,Fri,0
ORD102426,19339,electronics,returning,6,netbanking,medium,7,11,Tue,1
ORD101814,927,beauty,returning,7,COD,low,2,23,Mon,0
ORD102274,810,grocery,returning,8,COD,medium,3,16,Thu,0
ORD101011,2512,home,returning,10,card,low,7,23,Wed,0
ORD106144,1955,home,returning,8,COD,high,32,14,Sun,0
ORD101067,726,beauty,returning,6,wallet,medium,31,23,Wed,0
ORD101991,1890,home,returning,13,UPI,low,1,10,Fri,0
ORD105694,230,beauty,returning,5,netbanking,low,13,23,Wed,0
ORD106976,990,beauty,returning,9,COD,high,11,22,Tue,0
ORD103867,2425,apparel,returning,11,UPI,low,2,9,Wed,0
ORD107140,1639,apparel,new,0,UPI,low,17,21,Sun,0
ORD100781,403,grocery,returning,10,card,medium,1,14,Sat,0
ORD101749,1455,apparel,new,0,wallet,low,5,8,Fri,0
ORD101091,1642,home,new,0,netbanking,low,23,2,Wed,1
ORD106766,581,beauty,new,0,UPI,medium,2,22,Wed,0
ORD107137,1216,apparel,new,0,UPI,medium,5,7,Mon,0
ORD102608,3463,home,returning,4,COD,low,3,10,Sat,0
ORD106568,1960,home,returning,10,netbanking,low,1,7,Sat,0
ORD102290,533,grocery,new,0,wallet,low,11,3,Mon,0
ORD101727,1551,grocery,returning,6,card,medium,70,11,Sat,0
ORD100610,1356,home,new,0,card,low,18,18,Mon,0
ORD104666,1280,beauty,new,0,COD,medium,12,7,Sun,0
ORD100343,2683,home,returning,10,COD,low,20,11,Tue,0
ORD105598,6237,home,new,0,UPI,medium,2,21,Sat,0
ORD106243,770,beauty,new,0,COD,low,1,11,Mon,0
ORD103750,27656,electronics,new,0,COD,medium,7,20,Tue,0
ORD107252,545,grocery,returning,2,card,medium,1,3,Thu,0
ORD106986,4322,home,returning,12,netbanking,low,12,3,Thu,0
ORD103215,638,beauty,returning,4,COD,low,15,9,Fri,0
ORD100097,10214,electronics,returning,5,netbanking,low,3,1,Sat,0
ORD103588,1245,beauty,new,0,card,low,12,6,Sun,1
ORD103648,2367,apparel,new,0,COD,low,51,0,Sat,0
ORD106370,765,grocery,new,0,netbanking,low,4,0,Wed,0
ORD104958,928,apparel,new,0,UPI,low,1,22,Sat,0
ORD101517,662,grocery,returning,6,UPI,low,10,9,Tue,0
ORD104624,8355,electronics,new,0,card,low,18,6,Sun,0
ORD104272,806,beauty,new,0,wallet,low,3,2,Tue,0
ORD100572,973,apparel,new,0,COD,high,2,21,Sat,0
ORD107657,2391,beauty,new,0,COD,high,19,12,Mon,0
ORD106646,8410,electronics,returning,9,COD,low,7,15,Mon,0
ORD103062,3512,apparel,new,0,card,low,12,20,Sat,0
ORD105076,1441,apparel,new,0,COD,low,10,1,Fri,1
ORD105885,3907,electronics,returning,5,card,medium,17,5,Mon,0
ORD105846,525,grocery,new,0,card,low,2,6,Sat,0
ORD105589,2789,home,new,0,COD,medium,27,18,Sun,1
ORD104479,585,grocery,returning,9,UPI,low,8,7,Sun,0
ORD100370,281,beauty,returning,6,wallet,medium,4,2,Tue,0
ORD101938,1680,apparel,new,0,wallet,high,13,14,Mon,1
ORD105666,5843,apparel,new,0,netbanking,medium,7,18,Mon,0
ORD106908,2011,grocery,returning,7,COD,low,1,12,Sat,1
ORD103670,2759,apparel,new,0,COD,medium,28,22,Fri,0
ORD104260,322,grocery,returning,8,card,low,20,8,Sat,0
ORD107399,1094,beauty,returning,7,card,low,49,4,Fri,0
ORD107211,1859,beauty,returning,8,card,medium,1,14,Sun,0
ORD103737,1289,beauty,returning,10,wallet,medium,1,5,Fri,0
ORD104936,2359,apparel,returning,5,netbanking,medium,18,23,Mon,0
ORD105523,1009,home,returning,5,COD,low,12,12,Thu,0
ORD105556,1920,apparel,new,0,card,high,5,3,Mon,0
ORD101171,1917,beauty,returning,6,card,low,3,17,Sat,0
ORD107180,842,apparel,new,0,COD,high,4,21,Sun,0
ORD107045,545,grocery,returning,8,card,low,59,3,Sun,0
ORD105261,1933,home,returning,6,card,medium,6,12,Sat,0
ORD102297,13208,electronics,new,0,UPI,low,7,22,Mon,0
ORD102643,1333,grocery,returning,7,card,high,7,13,Fri,0
ORD106935,630,beauty,returning,10,netbanking,low,2,7,Tue,0
ORD100581,3418,home,returning,8,netbanking,high,47,5,Tue,0
ORD100204,40810,electronics,new,0,card,medium,18,11,Sun,1
ORD101641,5529,electronics,returning,8,netbanking,low,55,5,Tue,0
ORD102014,2588,apparel,returning,4,UPI,low,3,20,Sun,0
ORD103253,3034,apparel,returning,8,UPI,low,28,19,Mon,0
ORD107053,3625,apparel,new,0,card,low,0,1,Sat,1
ORD100905,3153,home,returning,8,COD,medium,4,20,Thu,0
ORD100631,4000,beauty,returning,6,UPI,low,45,5,Sun,0
ORD105680,1420,grocery,new,0,card,medium,3,13,Fri,0
ORD101974,8346,electronics,returning,6,UPI,low,23,14,Wed,0
ORD105097,4777,home,returning,6,wallet,medium,3,20,Sun,0
ORD100875,497,grocery,new,0,COD,low,14,14,Wed,0
ORD101431,3071,home,returning,9,card,medium,17,19,Sun,0
ORD104643,5635,electronics,returning,7,UPI,low,9,5,Wed,0
ORD106740,2180,home,new,0,card,low,15,20,Sat,0
ORD105003,30152,electronics,new,0,UPI,low,1,1,Sun,1
ORD105419,689,apparel,new,0,card,low,22,1,Sat,0
ORD101861,793,grocery,returning,6,card,low,3,22,Tue,0
ORD102659,877,apparel,returning,13,UPI,low,1,0,Tue,0
ORD103384,30622,electronics,returning,7,UPI,low,13,14,Fri,0
ORD107344,2568,apparel,new,0,netbanking,medium,6,8,Fri,0
ORD107660,1711,apparel,returning,10,card,high,11,3,Fri,1
ORD104733,2447,apparel,returning,5,UPI,low,52,10,Sun,0
ORD103331,864,apparel,returning,4,UPI,low,18,23,Wed,1
ORD107676,2052,apparel,new,0,UPI,low,40,11,Thu,0
ORD106023,427,grocery,new,0,UPI,medium,8,10,Wed,0
ORD105583,1556,beauty,returning,8,card,low,10,0,Sat,0
ORD102096,14584,electronics,new,0,COD,low,5,14,Tue,1
ORD105521,3033,apparel,returning,8,netbanking,low,2,9,Sat,0
ORD100546,590,apparel,returning,6,netbanking,low,7,8,Thu,0
ORD101449,14944,electronics,returning,5,UPI,low,28,3,Thu,0
ORD105550,1303,apparel,returning,8,netbanking,medium,8,12,Tue,0
ORD102610,339,grocery,new,0,UPI,medium,24,6,Sun,0
ORD106307,2026,beauty,returning,4,COD,medium,15,13,Mon,0
ORD102757,1496,beauty,returning,8,netbanking,high,29,21,Sun,0
ORD101885,3606,apparel,returning,8,UPI,low,0,14,Fri,0
ORD107727,2164,apparel,new,0,COD,medium,3,2,Thu,0
ORD106963,1788,apparel,new,0,card,low,17,2,Wed,0
ORD107187,1053,apparel,returning,7,UPI,low,3,21,Sun,0
ORD100836,1345,beauty,returning,6,COD,high,2,1,Sat,0
ORD103471,4481,apparel,returning,7,UPI,low,17,23,Mon,0
ORD104697,762,apparel,returning,5,UPI,high,11,8,Sat,0
ORD106367,18590,electronics,returning,8,wallet,low,14,3,Wed,0
ORD106814,2155,home,new,0,card,low,3,11,Wed,0
ORD100398,1382,apparel,new,0,netbanking,low,9,18,Fri,0
ORD102010,13325,electronics,returning,7,card,low,21,11,Thu,0
ORD107680,893,grocery,returning,5,card,high,2,20,Thu,0
ORD101283,12000,home,returning,6,wallet,low,13,16,Tue,0
ORD105646,1224,home,returning,5,UPI,medium,2,5,Wed,0
ORD105852,16780,electronics,returning,9,wallet,low,12,11,Tue,0
ORD104256,11438,electronics,new,0,UPI,low,20,2,Mon,0
ORD101836,33241,electronics,returning,10,UPI,low,22,3,Fri,0
ORD101019,5414,apparel,new,0,UPI,medium,51,23,Sun,0
ORD101326,1363,apparel,returning,5,card,high,3,10,Sun,0
ORD105006,1359,beauty,returning,6,wallet,medium,4,18,Sun,1
ORD100475,548,apparel,new,0,card,medium,13,21,Thu,0
ORD102810,17949,electronics,returning,2,COD,low,9,10,Tue,0
ORD106012,19922,electronics,returning,6,COD,medium,2,20,Mon,0
ORD101651,919,apparel,new,0,wallet,low,18,13,Thu,0
ORD106840,1688,beauty,returning,6,COD,low,25,7,Sun,0
ORD101206,1556,home,new,0,wallet,low,30,9,Sun,0
ORD105206,12965,electronics,returning,10,COD,medium,6,12,Wed,0
ORD107089,2828,apparel,new,0,card,low,4,18,Thu,0
ORD106159,868,grocery,returning,8,wallet,low,17,16,Mon,0
ORD105398,958,beauty,new,0,wallet,low,21,3,Thu,0
ORD100541,2101,home,returning,7,netbanking,medium,3,10,Fri,0
ORD107746,1651,home,new,0,card,low,21,19,Fri,0
ORD105758,1900,apparel,returning,7,COD,low,45,22,Sat,0
ORD102962,4298,electronics,returning,5,card,medium,80,22,Tue,0
ORD104155,18398,electronics,new,0,UPI,low,8,12,Thu,0
ORD103259,34193,electronics,returning,6,netbanking,high,0,12,Tue,0
ORD105200,1758,apparel,new,0,UPI,low,8,16,Mon,0
ORD106211,4000,beauty,new,0,UPI,medium,13,5,Sat,0
ORD106936,493,grocery,returning,11,UPI,medium,23,12,Tue,0
ORD105513,1629,apparel,returning,6,wallet,low,26,19,Sun,0
ORD103586,1437,apparel,new,0,COD,low,21,17,Sat,0
ORD106875,1923,home,new,0,card,medium,41,20,Fri,0
ORD105241,1259,apparel,new,0,card,low,3,2,Thu,0
ORD106810,7934,electronics,new,0,UPI,medium,38,6,Mon,0
ORD106410,6907,electronics,returning,9,card,medium,10,10,Sun,0
ORD105106,15540,electronics,returning,5,COD,high,4,0,Fri,1
ORD101080,712,apparel,new,0,wallet,low,12,13,Mon,0
ORD104283,4665,electronics,returning,6,card,low,2,23,Fri,0
ORD102085,1502,apparel,returning,7,netbanking,low,12,14,Thu,0
ORD102452,5697,home,new,0,wallet,low,6,22,Tue,0
ORD104966,1901,apparel,new,0,COD,medium,4,2,Tue,0
ORD102023,1386,apparel,returning,12,UPI,medium,15,13,Fri,0
ORD105815,1190,beauty,returning,4,COD,high,0,7,Tue,1
ORD106151,1044,beauty,returning,6,UPI,low,2,5,Tue,0
ORD100226,9950,electronics,returning,8,card,medium,25,2,Sun,0
ORD101013,1155,grocery,returning,8,card,low,7,4,Fri,0
ORD101929,1770,apparel,new,0,COD,medium,11,10,Sun,1
ORD105650,458,grocery,new,0,UPI,low,3,23,Sat,0
ORD100697,1899,home,new,0,COD,low,27,12,Wed,1
ORD101124,1036,apparel,returning,7,card,low,6,5,Fri,1
ORD103895,3971,home,returning,4,UPI,low,16,14,Mon,0
ORD101778,1651,apparel,returning,7,card,medium,5,19,Fri,0
ORD105112,719,beauty,new,0,UPI,low,3,11,Fri,0
ORD102634,3891,home,returning,8,UPI,medium,0,10,Fri,0
ORD103489,1022,apparel,returning,10,card,medium,8,7,Fri,0
ORD101037,1117,apparel,returning,6,UPI,low,12,17,Thu,0
ORD102256,798,grocery,returning,8,UPI,medium,1,15,Mon,0
ORD105361,7857,electronics,returning,10,card,low,10,8,Sat,0
ORD107904,1265,grocery,new,0,UPI,low,29,3,Fri,0
ORD100313,2944,apparel,new,0,card,low,11,16,Sun,0
ORD102649,490,beauty,returning,6,card,low,12,4,Mon,0
ORD102281,3761,electronics,returning,9,UPI,medium,11,18,Fri,0
ORD107778,8922,electronics,new,0,wallet,low,2,4,Wed,1
ORD102547,13972,electronics,returning,7,UPI,low,2,15,Fri,0
ORD103137,9169,electronics,returning,5,card,high,8,12,Fri,0
ORD106653,1898,home,new,0,UPI,high,50,1,Mon,0
ORD103967,9387,electronics,returning,8,card,medium,30,12,Sat,0
ORD101428,761,beauty,returning,7,COD,high,10,0,Wed,0
ORD105683,9648,home,returning,4,COD,medium,1,6,Sun,0
ORD102520,10808,electronics,new,0,COD,low,0,0,Sun,0
ORD105148,1188,grocery,returning,9,COD,low,18,9,Mon,0
ORD107855,1638,beauty,returning,8,COD,low,4,5,Thu,0
ORD105920,1454,apparel,returning,8,netbanking,high,24,15,Sun,0
ORD100448,10389,electronics,new,0,card,high,2,13,Wed,0
ORD105054,727,beauty,returning,12,card,medium,27,17,Mon,1
ORD103727,1828,apparel,new,0,COD,low,4,3,Sat,0
ORD100361,16625,electronics,new,0,wallet,high,7,4,Mon,1
ORD107456,2306,beauty,returning,13,COD,high,8,9,Tue,0
ORD106379,1470,apparel,returning,7,wallet,medium,28,22,Wed,0
ORD102460,768,grocery,new,0,UPI,low,10,10,Fri,0
ORD100022,207,grocery,returning,10,UPI,medium,5,17,Fri,0
ORD102066,6715,home,returning,7,COD,high,10,2,Fri,1
ORD101653,17021,electronics,returning,1,COD,low,7,6,Fri,0
ORD100702,5945,electronics,returning,5,netbanking,low,14,16,Mon,0
ORD107356,1941,beauty,returning,6,card,high,2,13,Wed,0
ORD106866,3617,home,returning,6,UPI,medium,6,4,Fri,0
ORD102468,2178,home,returning,6,UPI,low,20,0,Tue,0
ORD103754,1907,apparel,returning,6,wallet,high,21,1,Sat,0
ORD100460,1731,home,new,0,UPI,medium,7,18,Wed,0
ORD104183,2117,apparel,returning,11,UPI,medium,10,8,Tue,0
ORD101486,1187,grocery,returning,13,UPI,low,20,2,Wed,1
ORD103678,1437,apparel,returning,7,netbanking,medium,6,1,Mon,0
ORD104308,554,grocery,returning,9,card,low,23,16,Thu,0
ORD104865,18288,electronics,returning,5,UPI,medium,2,19,Mon,1
ORD103537,2285,home,returning,6,UPI,low,14,9,Sat,0
ORD105629,1223,apparel,new,0,UPI,low,6,23,Tue,0
ORD102581,561,beauty,new,0,wallet,medium,22,15,Thu,0
ORD101368,4592,electronics,new,0,wallet,low,14,1,Mon,1
ORD107217,405,beauty,returning,9,UPI,low,39,4,Fri,0
ORD105375,1377,beauty,returning,9,card,medium,7,22,Sat,0
ORD100597,3404,home,returning,7,UPI,low,7,11,Tue,0
ORD104758,10401,electronics,returning,8,COD,low,5,20,Tue,0
ORD107938,7694,electronics,returning,8,card,low,1,18,Wed,0
ORD107535,319,grocery,returning,9,card,low,46,4,Tue,0
ORD107441,1774,beauty,returning,5,COD,low,3,3,Thu,0
ORD103468,1126,apparel,new,0,COD,low,5,3,Tue,0
ORD105119,2268,home,new,0,card,high,4,8,Fri,0
ORD102990,1428,beauty,returning,9,card,medium,3,22,Mon,0
ORD107120,725,apparel,returning,5,card,low,13,5,Tue,0
ORD107842,11488,electronics,new,0,UPI,low,4,6,Fri,0
ORD102544,3076,home,new,0,card,low,2,11,Sat,0
ORD105952,4352,apparel,returning,5,COD,medium,11,9,Mon,0
ORD107540,241,grocery,new,0,UPI,low,21,12,Sat,0
ORD104066,1287,apparel,returning,7,wallet,medium,9,2,Thu,0
ORD107723,948,apparel,new,0,UPI,low,26,11,Mon,0
ORD105110,4201,electronics,new,0,wallet,high,1,8,Sat,1
ORD103243,1333,apparel,new,0,card,medium,5,11,Sat,0
ORD102837,1162,apparel,returning,6,card,medium,60,10,Mon,0
ORD103697,8066,electronics,returning,8,wallet,low,9,20,Sat,0
ORD104941,16541,electronics,new,0,card,medium,30,17,Mon,0
ORD104040,876,apparel,returning,8,UPI,high,18,4,Mon,0
ORD102230,2892,apparel,returning,4,UPI,low,4,23,Fri,0
ORD105843,2774,home,returning,11,COD,low,21,12,Sat,0
ORD102320,43849,electronics,returning,6,UPI,low,59,11,Sun,0
ORD104878,3239,apparel,new,0,UPI,low,4,13,Wed,0
ORD100521,3096,apparel,returning,6,UPI,high,11,10,Sat,0
ORD107883,878,beauty,returning,6,card,low,0,2,Sun,0
ORD106041,20956,electronics,returning,10,UPI,medium,3,4,Sun,0
ORD100780,2261,apparel,returning,11,COD,medium,25,8,Tue,0
ORD106261,17599,electronics,new,0,card,medium,18,8,Sun,0
ORD105426,296,grocery,returning,7,UPI,low,5,17,Sun,0
ORD100651,656,grocery,new,0,COD,medium,0,1,Sat,0
ORD105972,2346,home,new,0,UPI,low,23,21,Mon,0
ORD102196,13829,electronics,returning,4,COD,medium,4,4,Fri,0
ORD100369,375,grocery,new,0,card,low,23,14,Fri,0
ORD105251,12167,electronics,returning,5,UPI,medium,24,7,Tue,0
ORD104214,1307,home,new,0,UPI,medium,6,2,Tue,0
ORD107673,2701,apparel,returning,9,UPI,low,12,16,Sun,0
ORD106095,706,apparel,new,0,netbanking,low,13,18,Tue,0
ORD101613,776,apparel,returning,3,COD,medium,2,11,Sun,0
ORD107181,1315,apparel,new,0,UPI,medium,10,12,Wed,0
ORD100962,13025,electronics,returning,5,COD,low,42,3,Sun,0
ORD107201,3164,apparel,returning,3,card,low,20,7,Fri,0
ORD107505,689,beauty,returning,5,COD,low,17,18,Thu,1
ORD106101,41975,electronics,new,0,UPI,low,22,14,Sun,0
ORD100359,3588,home,new,0,COD,medium,12,19,Thu,1
ORD103839,732,apparel,returning,5,netbanking,high,6,12,Mon,0
ORD107210,6001,home,returning,3,netbanking,medium,76,23,Sun,0
ORD101246,11221,home,returning,11,UPI,low,1,16,Sun,0
ORD105586,5625,home,returning,7,UPI,medium,4,12,Wed,0
ORD105087,1854,apparel,returning,7,card,low,41,4,Wed,0
ORD103694,1437,beauty,returning,7,netbanking,low,10,16,Thu,0
ORD106758,2528,apparel,returning,11,UPI,high,6,0,Sun,0
ORD103423,1295,apparel,returning,6,wallet,low,27,1,Mon,0
ORD102037,9325,electronics,returning,6,wallet,high,15,11,Tue,0
ORD100772,3724,home,returning,9,UPI,low,33,23,Tue,0
ORD107351,12357,electronics,returning,5,UPI,low,2,22,Sat,0
ORD103562,367,grocery,returning,10,COD,medium,50,22,Sun,0
ORD107568,1100,grocery,returning,7,card,low,45,23,Sat,0
ORD107313,1699,home,returning,9,card,high,21,23,Sun,0
ORD105300,1292,home,new,0,card,low,13,1,Sat,0
ORD104531,5389,apparel,returning,10,UPI,high,14,6,Tue,1
